Date,Close
2021-10-06,2747.080078
2021-10-07,2783.709961
2021-10-08,2801.120117
2021-10-11,2776.949951
2021-10-12,2734.260010
2021-10-13,2758.000000
2021-10-14,2828.239990
2021-10-15,2833.500000
2021-10-18,2859.209961
2021-10-19,2876.439941
2021-10-20,2848.300049
2021-10-21,2855.610107
2021-10-22,2772.500000
2021-10-25,2775.459961
2021-10-26,2793.439941
2021-10-27,2928.550049
2021-10-28,2922.580078
2021-10-29,2965.409912
2021-11-01,2875.479980
2021-11-02,2917.260010
2021-11-03,2935.800049
2021-11-04,2973.659912
2021-11-05,2984.820068
2021-11-08,2987.030029
2021-11-09,2984.969971
2021-11-10,2932.520020
2021-11-11,2934.959961
2021-11-12,2992.909912
2021-11-15,2987.760010
2021-11-16,2981.520020
2021-11-17,2981.239990
2021-11-18,3014.179932
2021-11-19,2999.050049
2021-11-22,2941.570068
2021-11-23,2935.139893
2021-11-24,2934.350098
2021-11-26,2856.120117
2021-11-29,2922.280029
2021-11-30,2849.040039
2021-12-01,2832.360107
2021-12-02,2875.530029
2021-12-03,2850.409912
2021-12-06,2875.929932
2021-12-07,2960.729980
2021-12-08,2974.409912
2021-12-09,2962.120117
2021-12-10,2973.500000
2021-12-13,2934.090088
2021-12-14,2899.409912
2021-12-15,2947.370117
2021-12-16,2896.770020
2021-12-17,2856.060059
2021-12-20,2848.030029
2021-12-21,2884.409912
2021-12-22,2938.979980
2021-12-23,2942.850098
2021-12-27,2961.280029
2021-12-28,2928.959961
2021-12-29,2930.090088
2021-12-30,2920.050049
2021-12-31,2893.590088
2022-01-03,2901.489990
2022-01-04,2888.330078
2022-01-05,2753.070068
2022-01-06,2751.020020
2022-01-07,2740.090088
2022-01-10,2771.479980
2022-01-11,2800.350098
2022-01-12,2832.959961
2022-01-13,2782.620117
2022-01-14,2795.729980
2022-01-18,2725.810059
2022-01-19,2713.040039
2022-01-20,2670.129883
2022-01-21,2601.840088
2022-01-24,2607.439941
2022-01-25,2534.709961
2022-01-26,2584.800049
2022-01-27,2582.419922
2022-01-28,2665.790039
2022-01-31,2713.969971
2022-02-01,2757.570068
2022-02-02,2960.729980
2022-02-03,2853.010010
2022-02-04,2860.320068
2022-02-07,2778.760010
2022-02-08,2784.260010
2022-02-09,2829.060059
2022-02-10,2772.050049
2022-02-11,2682.600098
2022-02-14,2706.000000
2022-02-15,2728.510010
2022-02-16,2749.750000
2022-02-17,2646.169922
2022-02-18,2609.350098
2022-02-22,2588.050049
2022-02-23,2551.699951
2022-02-24,2653.469971
2022-02-25,2690.389893
2022-02-28,2697.820068
2022-03-01,2683.360107
2022-03-02,2695.030029
2022-03-03,2686.159912
2022-03-04,2642.439941
2022-03-07,2529.290039
2022-03-08,2545.570068
2022-03-09,2677.320068
2022-03-10,2653.639893
2022-03-11,2609.510010
